token,frequency,token_length,rank,frequency_group
ព្រះពាន់,1,8,653,Rare (<10)
សាល,1,3,654,Rare (<10)
ពុទ្ធបដិមាធ្លាប់នៅខាងឆ្វេងនៅក្នុងរបៀងនោះដោយពួកអ្នកធម្មយាត្រាអស់ជាងច្រើនសតវត្ស,1,77,655,Rare (<10)
ទោះបីភាគច្រើនឥឡូវត្រូវបានដកចេញក៏ដោយ។,1,36,656,Rare (<10)
ទីនេះមានអក្សរចារឹកច្រើនដែលទាក់ទងនឹងទង្វើល្អនៃពួកអ្នកធម្មយាត្រា,1,62,657,Rare (<10)
ភាគច្រើនបានសរសេរជាភាសាខ្មែរ,1,27,658,Rare (<10)
ប៉ុន្តែផ្សេងទៀតជាភាសាភូមា,1,25,659,Rare (<10)
និងជប៉ុន។,1,9,660,Rare (<10)
ធ្លារបៀងតូចៗទាំងបួនគូសចេញដោយរបៀងនេះដើមឡើយត្រូវបានពេញប្រៀបដោយទឹក។,1,64,661,Rare (<10)
ខាងជើងនិងខាងត្បូងនៃរបៀងនេះគឺជាបណ្ណាល័យ។,1,39,662,Rare (<10)
ខាងណោះ,1,6,663,Rare (<10)
ថែវទីពីរនិងខាងក្នុងត្រូវបានភ្ជាប់គ្នានិងទៅកាន់បណ្ណាល័យចំហៀងពីរក្បែរលានរាងកាកបាទមួយផ្សេងទៀត,1,90,664,Rare (<10)
ម្ដងទៀតការបន្ថែមក្រោយមកទៀត។,1,27,665,Rare (<10)
ចាប់ពីជានទីពីរទៅលើ,1,18,666,Rare (<10)
ពួកទេវតាមានច្រើនលើជញ្ជាំង,1,25,667,Rare (<10)
ដោយច្រៀង,1,8,668,Rare (<10)
ជាក្រុមរហូតដល់បួនអង្គ។,1,22,669,Rare (<10)
វាំងចំណារជាន់ទីពីរគឺ,1,20,670,Rare (<10)
១៥,1,2,671,Rare (<10)
ហើយដើមឡើយប្រហែលអាចត្រូវបានជោរជន់ដើម្បីតំណាងឱ្យមហាសមុទ្រព័ទ្ធជុំវិញភ្នំព្រះសុមេរុ។,1,81,672,Rare (<10)
ជណ្ដើរបីឈុតនៅម្ខាងៗនាំឡើងទៅដល់ប្រាង្គប៉ម,1,40,673,Rare (<10)
គោបុរៈនៅកាច់ជ្រុងនៃថែវខាងក្នុងគេ។,1,33,674,Rare (<10)
ផ្លូវជណ្ដើរចោទណាស់តំណាងឱ្យភាពលំបាកនៃការឡើងទៅនគរពួកទេវៈ។,1,55,675,Rare (<10)
ថែវខាងក្នុងនេះ,1,14,676,Rare (<10)
ហៅថា​បាកាន,1,10,677,Rare (<10)
ការ៉េដែលមានថែវអ័ក្សជាច្រើនភ្ជាប់នឹងគោបុរៈនីមួយជាមួយទីសក្ការៈបូជានៅកណ្ដាល,1,72,678,Rare (<10)
ហើយនិងទីសក្ការៈបូជាបន្តបន្ទាប់នៅខាងក្រោមប្រាង្គប៉មនៅកាច់ជ្រុង។,1,62,679,Rare (<10)
ការប្រក់ដំបូលថែវត្រូវបានតុបតែងជាមួយក្បាច់ក្បូរនៃខ្លួនពស់ដែលនៅចុងនៃក្បាលតោ,1,73,680,Rare (<10)
គ្រុឌ។,1,6,681,Rare (<10)
ហោជាងដែលបានឆ្លាក់តុបតែងច្រកចូលទៅថែវ,1,35,682,Rare (<10)
ទីសក្ការៈបូជា។,1,14,683,Rare (<10)
ប្រាង្គខាងលើទីសក្ការៈបូជាកណ្ដាលងើបរះឡើង,1,39,684,Rare (<10)
៤៣,1,2,685,Rare (<10)
ដល់កម្ពស់,1,9,686,Rare (<10)
ពីលើដី,1,6,687,Rare (<10)
មិនដូចប្រាសាទភ្នំទាំងប៉ុន្មានមុនៗនោះឡើយ,1,39,688,Rare (<10)
ប្រាង្គកណ្ដាលគឺត្រូវបានផុសឡើងលើប្រាង្គបួនដែលព័ទ្ធជុំវិញ។,1,56,689,Rare (<10)
ទីសក្ការៈបូជាខ្លួនឯង,1,20,690,Rare (<10)
ដើមឡើយបានតម្ដល់នៅរូបចម្លាក់ព្រះវិស្ណុ,1,37,691,Rare (<10)
និងបើកទូលាយនៅគ្រប់ខាង,1,21,692,Rare (<10)
ត្រូវបានព័ទ្ធជញ្ជាំងនៅខាងក្នុងនៅពេលនោះប្រាសាទនេះត្រូវបានប្រែមកសម្រាប់ព្រះពុទ្ធសាសនាថេរវាទវិញ,1,92,693,Rare (<10)
ជញ្ជាំងថ្មីរំលេចនូវព្រះពុទ្ធអង្គជាច្រើនកំពុងឈរ។,1,47,694,Rare (<10)
១៩៣៤,1,4,695,Rare (<10)
អ្នកអភិរក្សហ្សកហ្សឹ,1,19,696,Rare (<10)
ធូវវ៉េបានជីកលុងរណ្ដៅនៅខាងក្រោមទីសក្ការៈកណ្ដាលនេះ,1,48,697,Rare (<10)
បានពេញជាមួយខ្សាច់និងទឹក,1,23,698,Rare (<10)
បានត្រូវគេលួចឆក់ប្លន់រតនសម្បត្តិក្នុងនោះរួចអស់ទៅហើយ,1,51,699,Rare (<10)
ប៉ុន្តែលោកខំស្វែងរកគ្រឹះពិសិដ្ឋិមួយទុកនូវសន្លឹកមាសពីរមាត្រលើជាន់ផ្ទាល់ដី។,1,73,700,Rare (<10)
កុម៌ខាងក្រោម,1,12,701,Rare (<10)
ពួកអសុរ,1,7,702,Rare (<10)
និងទេវតា,1,8,703,Rare (<10)
នៅខាងឆ្វេង,1,10,704,Rare (<10)
ស្ដាំ,1,5,705,Rare (<10)
និងពួកអប្សរា,1,12,706,Rare (<10)
និងព្រះឥន្ទ្រនៅខាងលើ។]],1,23,707,Rare (<10)
ដោយបានបញ្ចូលគ្នាជាមួយស្ថាបត្យកម្មនៃអគារ,1,39,708,Rare (<10)
និងមួយក្នុងចំណោមហេតុផលសម្រាប់កិត្តនាមរបស់ខ្លួនគឺការតុបតែងលាតសន្ធឹងរបស់អង្គរវត្ត,1,79,709,Rare (<10)
ដែលយកទម្រង់នៃចម្លាក់ខ្សែលៀនស្រាលៗ។,1,34,710,Rare (<10)
កំពែងខាងក្នុងនៃថែវខាងក្រៅបង្ហាញតំណតគ្នានៃឆាកខ្នាតធំដែលរៀបរាប់យ៉ាងសំខាន់នូវភាគច្រើនពីវីរកថាហិណ្ឌូ,1,96,711,Rare (<10)
រាមាយណៈ,1,7,712,Rare (<10)
មហាភារតៈ។,1,9,713,Rare (<10)
ហាយអ៊ាំមបានហៅអ្វីទាំងនេះថា,1,26,714,Rare (<10)
ការរៀបចំជាខ្សែដែលបានយល់ដឹងខ្លាំងបំផុតពីចម្លាក់ថ្ម,1,49,715,Rare (<10)
ចាប់ពីជ្រុងខាងជើង,1,17,716,Rare (<10)
ខាងលិចបញ្ច្រាសទ្រនិចនាឡិកា,1,26,717,Rare (<10)
ថែវខាងលិចបង្ហាញនូវសមរភូមិលង្កា,1,30,718,Rare (<10)
មកពីរាមាយណៈ,1,11,719,Rare (<10)
ក្នុងនោះដែលព្រះរាម,1,18,720,Rare (<10)
កម្ចាត់រាវនៈ,1,12,721,Rare (<10)
និងសមរភូមិកុរុក្ឞេត្រ,1,21,722,Rare (<10)
ពីភារតៈ,1,7,723,Rare (<10)
ដែលបង្ហាញនូវការសាបរលាបព្រមៗគ្នានៃត្រកូលកៅរវៈ,1,44,724,Rare (<10)
បាណ្ឌវៈ,1,7,725,Rare (<10)
នៅថែវខាងត្បូងតាមសាច់រឿងប្រវត្តិសាស្ត្រតែប៉ុណ្ណោះ,1,48,726,Rare (<10)
ក្បួនដង្ហែរព្រះសូរ្យវរ្ម័នទី,1,28,727,Rare (<10)
បន្ទាប់មក,1,9,728,Rare (<10)
នរក,1,3,729,Rare (<10)
និងស្ថានសួគ៌,1,12,730,Rare (<10)
៣៧,1,2,731,Rare (<10)
នៃទេវកថាហិណ្ឌូ។នៅលើថែវខាងកើតគឺជាមួយ,1,35,732,Rare (<10)
ក្នុងចំណោមសាច់រឿងគួរអោយសរសើរខ្លាំងបំផុត,1,39,733,Rare (<10)
ការកូរសមុទ្រទឹកដោះ,1,18,734,Rare (<10)
ដែលបង្ហាញ,1,9,735,Rare (<10)
៩២,1,2,736,Rare (<10)
ទេវតា,1,5,737,Rare (<10)
៨៨,1,2,738,Rare (<10)
អង្គដែលយកនាគវាសុកិដើម្បីកូរសមុទ្រក្រោមការដឹកនាំរបស់ព្រះវិស្ណុ,1,61,739,Rare (<10)
មែននិការាប់ឃើញត្រឹមតែ,1,21,740,Rare (<10)
៩១,1,2,741,Rare (<10)
និងពន្យល់ចំនួនអសមាមាត្រដូចជាតំណាងអោយចំនួនថ្ងៃចាប់ពីសុរិយដ្ឋានសិសិររដូវ,1,70,742,Rare (<10)
ដល់សមរាត្រីរដូវរំហើយ,1,20,743,Rare (<10)
និងចាប់ពីសមរាត្រីដល់សុរិយដ្ឋាននិទាឃរដូវ,1,39,744,Rare (<10)
វាត្រូវបានបន្តបន្ទាប់ដោយព្រះវិស្ណុដែលកំពុងតែកម្ចាយពួកអសុរា,1,58,745,Rare (<10)
ការបន្ថែមនូវសតវត្សទី,1,20,746,Rare (<10)
ថែវខាងជើងបង្ហាញនូវជ័យជម្នះរបស់ក្ឫស្នាលើពនៈ,1,42,747,Rare (<10)
ដែលយោងទៅតាមលោកហ្គ្លេសហ្សឹ,1,25,748,Rare (<10)
ទឹកដៃនេះគឺអាក្រក់បំផុត,1,22,749,Rare (<10)
សមរភូមិរវាងពួកព្រះហិណ្ឌូនិងពួកអសុរា។,1,36,750,Rare (<10)
សាលាសំណាក់ខាងជើងឆៀងខាងលិច,1,25,751,Rare (<10)
ជ្រុងខាងត្បូងឆៀងខាងលិច,1,22,752,Rare (<10)
ទាំងពីររំលេចនូវសាច់រឿងតិចតួចមែនទែន,1,34,753,Rare (<10)
ភាគខ្លះមិនច្បាស់លាស់,1,20,754,Rare (<10)
ប៉ុន្តែភាគច្រើនមកពីរឿងរាមាយណៈ,1,29,755,Rare (<10)
ជីវិតរបស់ក្ឫស្នា។,1,17,756,Rare (<10)
ចម្លាក់លៀនស្រាលនៃការកូរសមុទ្រទឹកដោះដែលបង្ហាញព្រះវិស្ណុនៅចំកណ្ដាល,1,64,757,Rare (<10)
អវតារអណ្ដើករបស់ទ្រង់,1,20,758,Rare (<10)
ថ្មមួយចំនួន,1,11,759,Rare (<10)
រលោងដូចជាថ្មពពាលដែលបានប៉ូលាហើយ,1,30,760,Rare (<10)
ត្រូវបានដាក់ដោយគ្មានបាយអជាមួយតំណយ៉ាងតឹងដែលជួនកាលពិបាករក។,1,56,761,Rare (<10)
ដុំថ្មបួនជ្រុងៗជាច្រើនត្រូវបានដាក់រួមគ្នាដោយតំណប្រហោងដំណាប់និងពន្លូញក្នុងករណីខ្លះ,1,81,762,Rare (<10)
កាលណោះដែរ,1,9,763,Rare (<10)
ក្នុងករណីផ្សេងៗទៀត,1,18,764,Rare (<10)
បានប្រើកន្ទុយលលក,1,16,765,Rare (<10)
និងទំនាញដី។,1,11,766,Rare (<10)
ដុំថ្មខ្លះត្រូវបានដាក់នៅកន្លែងដោយក្ដីសន្និដ្ឋានតាមការផ្សំគ្នានៃពួកដំរី,1,70,767,Rare (<10)
ពួរស្រកីជក់,1,11,768,Rare (<10)
រ៉ក,1,3,769,Rare (<10)
និងការធ្វើរន្ទាឫស្សី។,1,21,770,Rare (<10)
ហ្រង់រី,1,7,771,Rare (<10)
មហ៊តបានកត់សម្គាល់ថាភាគច្រើននៃដុំថ្មមានរន្ធ,1,42,772,Rare (<10)
ជាអង្កត់ផ្ចិត,1,13,773,Rare (<10)
ជម្រៅ,1,5,774,Rare (<10)
គឺនៅតែបន្តរហូតមកទល់សព្វថៃ្ងនេះ,1,30,775,Rare (<10)
ជាមួយរន្ធជាច្រើនទៀតលើដុំថ្មបួនជ្រុងធំៗ។,1,39,776,Rare (<10)
ពួកអ្នកប្រាជ្ញខ្លះបានអោយយោបល់ថាទាំងនេះត្រូវបានប្រើចូលរួមគ្នាជាមួយដំបងដែកជាច្រើន,1,79,777,Rare (<10)
ប៉ុន្តែអ្នកផ្សេងទៀតអះអាងថារបស់នឹងត្រូវបានប្រើដើម្បីកាន់ស្នៀតជាបណ្ដោះអាសន្នដើម្បីជួយហត្ថកិច្ចថ្មទាំងនោះចូលទៅកាន់កន្លែង។បូជនីយដ្ឋាននេះត្រូវបង្កើតចេញដោយចំនួនដ៏សម្បើមនៃថ្មភក់,1,170,778,Rare (<10)
ច្រើនដូចគ្នានឹងសាជីរបស់ខាបផ្វ្រានៅអេហ៊្សីប,1,42,779,Rare (<10)
ជា,1,2,780,Rare (<10)
ថ្មភក់នេះត្រូវបានដឹកជញ្ជូនពីភ្នំគូលែន,1,37,781,Rare (<10)
កន្លែងយកថ្មប្រហែល,1,17,782,Rare (<10)
25,1,2,783,Rare (<10)
miles,1,5,784,Rare (<10)
40,1,2,785,Rare (<10)
km,1,2,786,Rare (<10)
ទៅទិសឦសាន។,1,10,787,Rare (<10)
ថ្មនេះតាមសេចក្ដីសន្និដ្ឋានត្រូវបានដឹកជញ្ជូនដោយក្បូនតាមបណ្ដោយស្ទឹងសៀមរាប។,1,72,788,Rare (<10)
រឿងនេះនឹងត្រូវបានធ្វើឡើងជាមួយការប្រុងប្រយ័ត្នដើម្បីចៀសវាងការក្រឡាប់ក្បូនរួមជាមួយទម្ងន់មួយចំនួនធំ។,1,97,789,Rare (<10)
វិស្វករទំនើបម្នាក់បានប៉ាន់ប្រមាណថាវានឹងចំណាយពេល,1,47,790,Rare (<10)
៣០០,1,3,791,Rare (<10)
ឆ្នាំដើម្បីបង្ហើយអង្គរវត្តសព្វថ្ងៃនេះ។,1,38,792,Rare (<10)
ប៉ុន្តែបូជនីយដ្ឋាននេះត្រូវបានចាប់ផ្ដើមភ្លាម,1,43,793,Rare (<10)
បន្ទាប់ពីសូរ្យវរ្ម័នឡើងសោយរាជ្យ,1,31,794,Rare (<10)
និងត្រូវបានបញ្ចប់រយៈពេលខ្លីក្រោយការសោយទីវង្គតរបស់ទ្រង់,1,54,795,Rare (<10)
មិនច្រើនជាង,1,11,796,Rare (<10)
៤០,1,2,797,Rare (<10)
ឆ្នាំ។,1,6,798,Rare (<10)
យ៉ាងជាក់ស្ដែងផ្ទៃខាងក្រៅទាំងអស់,1,31,799,Rare (<10)
ឬប្រាសាទអង្គរតូចមានទីតាំងស្ថិតនៅភាគខាងជើងនៃក្រុងសៀមរាបនៃខេត្តសៀមរាប។,1,68,800,Rare (<10)
សូម្បីតែដំបូលតក៏ត្រូវបានឆ្លាក់ដែរ។,1,34,801,Rare (<10)
មានចម្ងាយដ៏វែងនៃចម្លាក់លៀនដែលរៀបរាប់សាច់រឿងចេញពីអក្សរសិល្ប៍ឥណ្ឌារួមមានស្នែងឯក,1,77,802,Rare (<10)
ឥន្ទ្រីយសីហៈ,1,12,803,Rare (<10)
នាគមានស្លាបកំពុងអូសទាញរទេះដូចគ្នានឹងពួកអ្នកចម្បាំងតាមពីក្រោយមេកើយដែលជិះដំរី,1,75,804,Rare (<10)
និងនារីរបាំនៅស្ថានសួគ៌ដែលមានកេសាបថយ៉ាងផ្ចិតផ្ចង់។,1,49,805,Rare (<10)
ជញ្ជាំងថែវតែឯងត្រូវបានតុបតែងជាមួយចម្លាក់លៀនស្រាលស្ទើរតែ,1,55,806,Rare (<10)
១០០០,1,4,807,Rare (<10)
មាត្រការ៉េ។,1,11,808,Rare (<10)
រន្ធជាច្រើនលើកំពែងអង្គរខ្លះបញ្ជាក់ថាប្រហែលត្រូវបានគេតុបតែងជាមួយបន្ទះសំរឹទ្ធ។,1,76,809,Rare (<10)
ទាំងនេះត្រូវបានគាស់កកាយយ៉ាងច្រើននៅសម័យកាលបុរាណ,1,46,810,Rare (<10)
បានជាគោលដៅដំបូងសម្រាប់ពួកចោរ។,1,29,811,Rare (<10)
គ្រាដែលកំពុងជីកកកាយខជុរាហោ,1,26,812,Rare (<10)
អ៊ែលឡិច,1,7,813,Rare (<10)
អិវ៉ឹន,1,6,814,Rare (<10)
ជាងថ្មនិងជាងចម្លាក់ម្នាក់,1,25,815,Rare (<10)
បានកសាងឡើងវិញនូវរូបចម្លាក់ថ្មមួយខាងក្រោម,1,40,816,Rare (<10)
feet,1,4,817,Rare (<10)
1,1,1,818,Rare (<10)
m,1,1,819,Rare (<10)
នេះបានចំណាយពេល,1,14,820,Rare (<10)
ថ្ងៃដើម្បីឆ្លាក់។,1,17,821,Rare (<10)
រ៉ចចឺរ,1,6,822,Rare (<10)
ហបគីន្ស៍,1,8,823,Rare (<10)
ម៉ាខ,1,4,824,Rare (<10)
ឡេហណឺបានធ្វើការពិសោធផងដែរដើម្បីគាស់យកថ្មកំបោរដែលបានចំណាយអ្នកគាស់កកាយ,1,68,825,Rare (<10)
ប្រាសាទអង្គរវត្តជាប្រាសាទព្រហ្មញ្ញសាសនាធំបំផុត,1,46,826,Rare (<10)
២២,1,2,827,Rare (<10)
ដើម្បីគាស់កកាយថ្មប្រហែល,1,23,828,Rare (<10)
៤០០,1,3,829,Rare (<10)
តោន។,1,4,830,Rare (<10)
កម្លាំងពលកម្មដើម្បីគាស់កកាយ,1,27,831,Rare (<10)
ដឹកជញ្ជូន,1,9,832,Rare (<10)
ឆ្លាក់និងបន្តុបថ្មជាច្រើនត្រូវបានឈានដល់រាប់ពាន់រួមមានសិល្បៈករជំនាញខ្ពស់ៗជាច្រើននាក់។,1,84,833,Rare (<10)
ជំនាញទាំងនេះបានទាមទារឱ្យឆ្លាក់រូបចម្លាក់ទាំងនេះបានអភិវឌ្ឍរាប់រយឆ្នាំតាំងពីដំបូងឡើយ,1,82,834,Rare (<10)
ដូចដែលបានបង្ហាញតាមវត្ថុបុរាណខ្លះដែលត្រូវបានចុះកាលបរិច្ឆេទទៅសវត្សទីប្រាំពីរ,1,74,835,Rare (<10)
មុនពេលខ្មែរបានឡើងអំណាច។,1,23,836,Rare (<10)
ការស្ទាបស្ទង់ខាងបុរាណវិទ្យាឥណ្ឌាបានបន្តការស្ដារស្នាដៃលើប្រាសាទនេះរវាង,1,69,837,Rare (<10)
១៩៨៦,1,4,838,Rare (<10)
ចាប់តាំងពីទសវត្សឆ្នាំ,1,21,839,Rare (<10)
និងជាវិមានសាសនាដ៏ធំបំផុតនៅក្នុងលោក។,1,35,840,Rare (<10)
អង្គរវត្តបានមើលឃើញនូវកិច្ចប្រឹងប្រែងអភិរក្សបន្ត,1,47,841,Rare (<10)
និងការកើនឡើងយ៉ាងខ្លាំងខាងទេសចរណ៍។,1,33,842,Rare (<10)
ប្រាសាទនេះគឺជាផ្នែកនៃទីកន្លែងកេរដំណែលពិភពលោករបស់អង្គរ,1,53,843,Rare (<10)
បានបង្កើតឡើងនៅឆ្នាំ,1,19,844,Rare (<10)
ដែលបានផ្ដល់នូវការអោយមូលនិធិខ្លះ,1,31,845,Rare (<10)
និងបានជម្រុញចិត្តឲ្យរដ្ឋាភិបាលកម្ពុជាការពារទីកន្លែងនេះ។,1,55,846,Rare (<10)
គម្រោងការអភិរក្សអប្សរាអាល្លឺម៉ង់,1,32,847,Rare (<10)
ប្រាសាទនេះត្រូវបានកសាងឡើងដោយព្រះបាទសូរ្យវរ្ម័នទី,1,48,848,Rare (<10)
GACP,1,4,849,Rare (<10)
កំពុងធ្វើការដើម្បីការពារពួកទេវតា,1,32,850,Rare (<10)
និង​ចម្លាក់លៀនស្រាលៗដទៃទៀតដែលតាក់តែងលើប្រាសាទនេះពីការបំផ្លិចបំផ្លាញ។,1,68,851,Rare (<10)
ការស្ទាបស្ទង់របស់អង្គការនេះបានរកឃើញថាប្រហែល,1,43,852,Rare (<10)
%នៃពួកទេវតាស្ថិតនៅក្នុងលក្ខ័ណ្ឌមិនសូវល្អ,1,40,853,Rare (<10)
ជាចម្បងដោយសារសំណឹកធម្មជាតិនិងការយ៉ាប់យ៉ឺនទៅនៃថ្មប៉ុន្តែដោយឡែកផងដែរ,1,66,854,Rare (<10)
ក៏ធ្វើឲ្យមានកិច្ចប្រឹងប្រែងការស្ដារឡើងវិញភ្លាមៗផងដែរ។,1,53,855,Rare (<10)
ការងារផ្សេងៗពាក់ព័ន្ធនឹងការជួសជុលផ្នែកដែលបានធ្លាក់មួយចំនួនពីរចនាសម្ព័ន្ធសំណង់,1,77,856,Rare (<10)
និងការបង្ការពីការបាក់ធ្លាក់បន្ថែមទៀត,1,36,857,Rare (<10)
ទីខាងមុខប៉ែកខាងលិចនៃថ្នាក់លើៗ,1,29,858,Rare (<10)
ជាឧទាហរណ៍,1,9,859,Rare (<10)
ត្រូវបានទប់ទ្រដោយការដាក់រន្ទាតាំងពីឆ្នាំ,1,40,860,Rare (<10)
២០០២,1,4,861,Rare (<10)
កាលណោះក្រុមជប៉ុនមួយបានបង្ហើយការស្ដារនូវបណ្ណាល័យខាងជើងនៃវាំងចំណារខាងក្រៅនៅឆ្នាំ,1,78,862,Rare (<10)
ដែលជាស្នាដៃដ៏ធំអស្ចារ្យ,1,23,863,Rare (<10)
មូលនិធិបូជនីយដ្ឋានពិភពលោកបានចាប់ផ្ដើមការងារអភិរក្សលើថែវកូរសមុទ្រទឹកដោះនៅឆ្នាំ,1,77,864,Rare (<10)
២០០៨,1,4,865,Rare (<10)
បន្ទាប់ពីជាច្រើនឆ្នាំក្នុងការសិក្សាពីស្ថានភាព។,1,46,866,Rare (<10)
គម្រោងការនេះបានស្ដារនូវប្រព័ន្ធប្រក់ដំបូលខ្មែរតាមបែបបុរាណ,1,57,867,Rare (<10)
និងបានដកចេញនូវស៊ីម៉ង់ដែលបានប្រើនៅក្នុងការប៉ុនប៉ងការស្ដារដំបូងដែលបានជាលទ្ធផលជាអំបិលជ្រៀតចូល​រចនាសម្ព័ន្ធសំណង់ពីក្រោយចម្លាក់ស្រាល,1,127,868,Rare (<10)
ដែលធ្វើឲ្យខូចពណ៌និងបំផ្លាញផ្ទៃដែលបានឆ្លាក់ហើយ។,1,46,869,Rare (<10)
ដំណាក់កាលសំខាន់នៃការងារនេះបានបញ្ចប់នៅឆ្នាំ,1,42,870,Rare (<10)
និងមានឈ្មោះល្បីល្បាញរន្ទឺសុះសាយទៅគ្រប់ទិសទីលើពិភពលោក។,1,53,871,Rare (<10)
និងសមាសភាគចុងក្រោយនឹងជាការបន្តុបឡើងនៃត្រីសូល៍លើដំបូលនៃថែវនេះនៅឆ្នាំ,1,67,872,Rare (<10)
២០១៣,1,4,873,Rare (<10)
អង្គរវត្តបានប្រែក្លាយជាគោលដៅទេសចរណ៍ដ៏សំខាន់មួយ។,1,47,874,Rare (<10)
២០០៤,1,4,875,Rare (<10)
តួលេខរដ្ឋាភិបាលបានណែនាំថា,1,25,876,Rare (<10)
រៀងគ្នាមានទេសចរបរទេស,1,20,877,Rare (<10)
៥៦១០០០,1,6,878,Rare (<10)
៦៧៧០០០,1,6,879,Rare (<10)
នាក់ដែលបានមកដល់ខេត្តសៀមរាប,1,26,880,Rare (<10)
ប្រាសាទនេះសាងសង់ឡើងនៅដើមសតវត្សទី,1,32,881,Rare (<10)
ដែលស្ថិតនៅក្នុងរាជធានី,1,22,882,Rare (<10)
%នៃពួកទេសចរបរទេសទាំងអស់នៅកម្ពុជាសម្រាប់ឆ្នាំទាំងពីរ។,1,52,883,Rare (<10)
ទីស្ថាននោះត្រូវបានគ្រប់គ្រងដោយសម្ព័ន្ធសូគីម៉ិច,1,46,884,Rare (<10)
សូគីម៉ិចគ្រុប,1,13,885,Rare (<10)
ឯកជន,1,4,886,Rare (<10)
ដែលបានជួលប្រាសាទពីរដ្ឋាភិបាលកម្ពុជា។,1,36,887,Rare (<10)
លំហូរចូលនៃពួកអ្នកទេសចរណ៍រហូតមកដល់ឥឡូវបានបង្កនូវការបំផ្លិចបំផ្លាញតិចតួចទាក់ទងគ្នា,1,80,888,Rare (<10)
ក្រៅពីគំនូរសាធារណ៍ខ្លះៗ,1,23,889,Rare (<10)
ខ្សែពួរ,1,7,890,Rare (<10)
និងជណ្ដើរឈើត្រូវបានគេដាក់បញ្ចូលដើម្បីការពារចម្លាក់ផុសស្រាលៗនិងកម្រាល,1,68,891,Rare (<10)
រៀងមក។,1,6,892,Rare (<10)
ទេសចរណ៍ក៏បានផ្ដល់នូវមូលនិធិបន្ថែមខ្លះទៀតចំពោះតំហែទាំក៏ដូចជាក្នុងឆ្នាំ,1,69,893,Rare (<10)
២០០០,1,4,894,Rare (<10)
២៨,1,2,895,Rare (<10)
%នៃប្រាក់ចំណូលសំបុត្រឆ្លងកាត់ទីស្ថានអង្គរទាំងមូលត្រូវបានចំណាយលើប្រាសាទទាំងប៉ុន្មាននេះ,1,85,896,Rare (<10)
ទោះបីជាកិច្ចការភាគច្រើនត្រូវបានបន្តដោយពួកក្រុមឧបត្ថម្ភដោយរដ្ឋាភិបាលបរទេសជាជាងដោយពួកអាជ្ញាធរកម្ពុជានោះ។,1,102,897,Rare (<10)
ចាប់តាំងពីអង្គរវត្តបានមើលឃើញកំណើនយ៉ាងសំខាន់ខាងទេសចរណ៍ទាំងប៉ុន្មានឆ្នាំនេះ,1,73,898,Rare (<10)
ប្រាសាទគោកតាសៀន,1,15,899,Rare (<10)
ប,1,1,900,Rare (<10)
យូណេស្កូ,1,8,901,Rare (<10)
និងគណៈកម្មាធិការសម្របសម្រួលអន្តរជាតិរបស់ខ្លួនដើម្បីការការពារសុវត្ថិភាពនិងអភិវឌ្ឍន៍នៃស្ថានីយប្រវត្តិសាស្ត្រអង្គរ,1,111,902,Rare (<10)
និងប្រាសាទព្រៃប្រាសាទជាដើម។,1,27,903,Rare (<10)
នៅក្នុងសមាគមដែលមានពួកអ្នកតំណាងមកពីរាជរដ្ឋាភិបាលនិងអាជ្ញាធរអប្សរា,1,64,904,Rare (<10)
បានរៀបចំសិក្ខាសាលាជាច្រើនដើម្បីពិភាក្សានូវគំនិត,1,47,905,Rare (<10)
ទេសចរណ៍វប្បធម៌,1,14,906,Rare (<10)
ដោយការចង់ចៀសវាងទេសចរណ៍ពាណិជ្ជកម្មនិងចំនួនដ៏ច្រើន,1,48,907,Rare (<10)
សិក្ខាសាលាទាំងប៉ុន្មាននេះបានសង្កត់ធ្ងន់លើសារៈសំខាន់នៃការផ្ដល់ទីសំណាក់អាស្រ័យ,1,76,908,Rare (<10)
និងសេវាកម្មគុណភាពខ្ពស់ជាលំដាប់ចំពោះរដ្ឋាភិបាលកម្ពុជាដើម្បីរកប្រយោជន៍ខាងសេដ្ឋកិច្ច,1,81,909,Rare (<10)
គ្រានោះក៏មានការរួមបញ្ចូលនូវភាពសម្បូរបែបនៃវប្បធម៌ខ្មែរ។,1,54,910,Rare (<10)
អ្វីដែលជំរុញនេះបានហុចលទ្ធផលជាគំនិតនៃ,1,36,911,Rare (<10)
ទីក្រុងទេសចរណ៍អង្គរ,1,19,912,Rare (<10)
ដែលនឹងត្រូវបានអភិវឌ្ឍជាមួយការគោរពរាប់អានស្ថាបត្យកម្មខ្មែរ,1,57,913,Rare (<10)
រួមមានការលំហែ,1,13,914,Rare (<10)
និងសុខូបត្ថម្ភវត្ថុទេសចរណ៍,1,26,915,Rare (<10)
និងផ្ដល់សណ្ឋាគារប្រណិតនានាដែលមានសមត្ថភាពជាទីស្នាក់អាស្រ័យពួកអ្នកទេសចរណ៍មួយចំនួនធំ។,1,82,916,Rare (<10)
ការមើលឃើញនៃការអភិវឌ្ឍដូចជាទីស្នាក់អាស្រ័យទេសចរណ៍ដ៏ច្រើនបានធ្វើអោយមានកង្វល់ទាំងអប្សរា,1,84,917,Rare (<10)
អះអាងថាការអភិវឌ្ឍទេសចរណ៍ពីមុនក្នុងតំបន់នេះបានធ្វេសប្រហែសនូវនិយ័តកម្មសំណង់,1,73,918,Rare (<10)
